catalogue_release,catalogue_view,ranking_id,physical_object_id,object_id,measurement_id,source_key,survey,field,redshift,evidence_status,primary_growth_ranking_flag,ranking_population,evidence_status_basis,spectroscopic_type,selection_channels,phenotype_tags,quality_flag,detection_evidence,mbh_method,source_caveat_tags,detection_confidence_tier,detection_confidence_score_0_100,mass_measurement_reliability_tier,mass_measurement_reliability_score_0_100,source_virial_sensitivity_note,full_ranking_role,primary_ranking_role,rank_growth_pressure,rank_primary_growth_pressure,rank_uncertainty_pressure,rank_primary_uncertainty_pressure,physical_pressure_score_0_100,req_fedd_seed1e2_z30_eps0p1_b1,physical_growth_pressure_tier,measurement_confidence_tier,lrd_status,preferred_measurement_reason
v5-blagn,physical_object,HZA-J0148-12884,HZA-J0148-12884,J0148-12884,J014812884_matthee23,matthee23_eiger_fresco_blagn,EIGER,J0148,4.602,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,complex_morphology_five_exponential_components;formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,81,80,81,80,14.291097070056349,0.47149316484067616,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-EGS-6411,HZA-RUBIES-EGS-6411,RUBIES-EGS-6411,RUBIESEGS6411_taylor24,taylor24_ceers_rubies_blagn,RUBIES,EGS,4.88,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,82,81,82,81,13.870241568163827,0.4664428988179659,low,high,non_lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-EGS-28812,HZA-RUBIES-EGS-28812,RUBIES-EGS-28812,RUBIESEGS28812_taylor24,taylor24_ceers_rubies_blagn,RUBIES,EGS,4.222,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;halpha_absorption_component_fit,high,90,robust_with_measurement_caveat,75,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,83,82,83,82,13.231692796886414,0.45878031356263693,low,robust_with_measurement_caveat,non_lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-UDS-19484,HZA-RUBIES-UDS-19484,RUBIES-UDS-19484,RUBIESUDS19484_taylor24,taylor24_ceers_rubies_blagn,RUBIES,UDS,4.656,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,84,83,84,83,12.549316803542556,0.45059180164251067,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J2232P2930-BHAE-2,HZA-J2232P2930-BHAE-2,J2232P2930-BHAE-2,J2232P2930BHAE2_lin24,lin24_aspire_blagn,ASPIRE,J2232P2930,4.4693,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,broad_fwhm_near_1000_km_s_selection_boundary;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,high,90,high,90,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,85,84,85,84,11.797438619014015,0.44156926342816816,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-GLASS-150029,HZA-GLASS-150029,GLASS-150029,GLASS150029_harikane23,harikane23_nirspec_blagn,GLASS,Abell-2744,4.583,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-greeneho2005,narrow_oiii_outflow_component;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,high,90,high,90,"Harikane statistical errors are propagated; no numeric virial-calibration systematic is published, so no source-specific scenario is inferred",exploratory_diagnostic,included_evidence_supported,86,85,86,85,11.355531602295867,0.4362663792275504,low,high,not_reported_by_source,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-UDS-119957,HZA-RUBIES-UDS-119957,RUBIES-UDS-119957,RUBIESUDS119957_taylor24,taylor24_ceers_rubies_blagn,RUBIES,UDS,4.149,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,87,86,87,86,11.261136260834359,0.4351336351300123,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-UDS-31747,HZA-RUBIES-UDS-31747,RUBIES-UDS-31747,RUBIESUDS31747_taylor24,taylor24_ceers_rubies_blagn,RUBIES,UDS,4.13,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,88,87,88,87,10.908321132651999,0.430899853591824,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J0148-976,HZA-J0148-976,J0148-976,J0148976_matthee23,matthee23_eiger_fresco_blagn,EIGER,J0148,4.163,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,89,88,89,88,10.85774332989975,0.430292919958797,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-UDS-35974,HZA-RUBIES-UDS-35974,RUBIES-UDS-35974,RUBIESUDS35974_taylor24,taylor24_ceers_rubies_blagn,RUBIES,UDS,4.367,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,90,89,90,89,10.84418055129983,0.43013016661559794,low,high,non_lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-J0224M4711-BHAE-1,HZA-J0224M4711-BHAE-1,J0224M4711-BHAE-1,J0224M4711BHAE1_lin24,lin24_aspire_blagn,ASPIRE,J0224M4711,4.0639,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,high,90,high,90,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,exploratory_diagnostic,included_evidence_supported,91,90,91,90,10.57964718710251,0.42695576624523013,low,high,lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-UDS-155916,HZA-RUBIES-UDS-155916,RUBIES-UDS-155916,RUBIESUDS155916_taylor24,taylor24_ceers_rubies_blagn,RUBIES,UDS,4.098,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,92,91,92,91,9.794339378398224,0.4175320725407787,low,high,non_lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-UDS-63139,HZA-RUBIES-UDS-63139,RUBIES-UDS-63139,RUBIESUDS63139_taylor24,taylor24_ceers_rubies_blagn,RUBIES,UDS,4.435,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,93,92,93,92,9.673306722622575,0.4160796806714709,low,high,non_lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-UDS-143683,HZA-RUBIES-UDS-143683,RUBIES-UDS-143683,RUBIESUDS143683_taylor24,taylor24_ceers_rubies_blagn,RUBIES,UDS,4.226,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,94,93,94,93,9.415026217409565,0.41298031460891477,low,high,non_lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-UDS-48507,HZA-RUBIES-UDS-48507,RUBIES-UDS-48507,RUBIESUDS48507_taylor24,taylor24_ceers_rubies_blagn,RUBIES,UDS,4.468,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,95,94,95,94,9.089989853787502,0.40907987824545,low,high,non_lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-GS-200679,HZA-GS-200679,GS-200679,GS200679_juodzbalis25,juodzbalis25_jades_blagn,JADES,,4.547,probable_accreting_mbh,True,primary_evidence_supported,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,tentative,individual_tentative,single-epoch-virial-halpha,,medium_tentative,60,medium_tentative,60,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,96,95,96,95,7.998664978596665,0.39598397974315996,low,medium_tentative,not_reported_by_source,only catalogue measurement in this release
v5-blagn,physical_object,HZA-RUBIES-UDS-30969,HZA-RUBIES-UDS-30969,RUBIES-UDS-30969,RUBIESUDS30969_taylor24,taylor24_ceers_rubies_blagn,RUBIES,UDS,4.0,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-reines2013,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,high,90,high,90,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,97,96,97,96,6.599103334169058,0.3791892400100287,low,high,non_lrd,only catalogue measurement in this release
v5-blagn,physical_object,HZA-GN-11836,HZA-GN-11836,GN-11836,GN11836_juodzbalis25,juodzbalis25_jades_blagn,JADES,,4.409,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,robust,individual_robust,single-epoch-virial-halpha,,high,90,source_values_internally_inconsistent,55,not_applicable_or_recorded_in_source_specific_columns,exploratory_diagnostic,included_evidence_supported,98,97,98,97,5.701111137430049,0.36841333364916057,low,source_values_internally_inconsistent,not_reported_by_source,only catalogue measurement in this release
v5-blagn,physical_object,HZA-GLASS-160133,HZA-GLASS-160133,GLASS-160133,GLASS160133_harikane23,harikane23_nirspec_blagn,GLASS,Abell-2744,4.015,secure_accreting_mbh,True,primary_evidence_supported,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,robust,individual_robust,single-epoch-virial-halpha-greeneho2005,host_mass_upper_limit;narrow_oiii_outflow_component;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,high,90,high,90,"Harikane statistical errors are propagated; no numeric virial-calibration systematic is published, so no source-specific scenario is inferred",exploratory_diagnostic,included_evidence_supported,99,98,99,98,4.2166474023073715,0.35059976882768845,low,high,not_reported_by_source,only catalogue measurement in this release
